Id;label;wikidata;date of birth;date of death;place of birth;place of death;occupation;educated at;gender;wikipedia;type
p_1292;Holweg-Glantschnigg, Gustav;Q38037548;01.01.1855;01.01.1890;Graz;Vienna;painter;;male;;person
p_989;Gleichen-Russwurm, Ludwig von;Q1493571;25.10.1836;09.07.1901;Schloss Greifenstein;Weimar;painter;;male;https://en.wikipedia.org/wiki/Ludwig_von_Gleichen-Ru%C3%9Fwurm;person
p_990;Gletl, J. von;;;;;;;;unknown;;person
p_991;Gliber, Jakob;Q47085078;01.09.1825;01.02.1917;Ainet;Ainet;"sculptor;wood carver;teacher;musician";;male;;person
p_992;Gloss, Ludwig;Q94911409;30.01.1851;23.03.1903;Wiener Neustadt;Mödling;"painter;sculptor;artist";;male;;person
p_993;Glücklich, Simon;Q15501751;27.03.1863;29.03.1943;Bielsko-Bia?a;Munich;painter;;male;https://de.wikipedia.org/wiki/Simon_Gl%C3%BCcklich;person
p_994;Göbl, Camilla;;;;;;;;female;;person
p_997;Goeschl, Heinrich;Q55127468;24.06.1839;16.12.1896;Munich;Munich;sculptor;Academy of Fine Arts, Munich;male;;person
p_999;Gogarten, Henri;Q1597363;23.08.1850;16.11.1911;Linz am Rhein;Munich;painter;;male;https://de.wikipedia.org/wiki/Heinrich_Gogarten;person
p_1000;Gola, E.;;;;;;;;unknown;;person
p_1001;Goltz, Alexander Demetrius;Q574201;25.01.1857;14.05.1944;Püspökladány;Vienna;"painter;illustrator";"Academy of Fine Arts Vienna;Academy of Fine Arts, Munich";male;https://en.wikipedia.org/wiki/Alexander_Demetrius_Goltz;person
p_1002;Gonzalvo y Peres, Pablo;Q9053966;19.01.1827;18.11.1896;Zaragoza;Madrid;"painter;professor";Real Academia de Bellas Artes de San Fernando;male;https://en.wikipedia.org/wiki/Pablo_Gonzalvo;person
p_1003;Goodall, Edw. A.;Q5341573;08.06.1819;16.04.1908;London;London;painter;;male;https://en.wikipedia.org/wiki/Edward_Angelo_Goodall;person
p_1004;Görlich, S.;;;;;;;;unknown;;person
p_1005;Gorter, Arnold Marc;Q3081876;03.12.1866;16.09.1933;Almelo;Amsterdam;painter;"Academy of Art;Royal Academy of Art";male;https://en.wikipedia.org/wiki/Arnold_Marc_Gorter;person
p_1007;Göstl, Johann B.;Q52149692;06.01.1813;27.05.1895;Vienna;Vienna;;;male;;person
p_1008;Gotthilf-Miskolczy, Ernst von;Q89724;01.10.1865;17.09.1950;Timi?oara;Oxford;architect;;male;https://de.wikipedia.org/wiki/Ernst_Gotthilf;person
p_1009;Gottlieb, Moriz;Q443136;21.02.1856;17.07.1879;Drohobych;Kraków;painter;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Maurycy_Gottlieb;person
p_998;Goetze, Otto;Q72270575;25.07.1868;01.11.1931;Leipzig;Berlin;painter;;male;;person
p_1010;Götzinger, Hans;Q1579935;12.02.1867;25.09.1941;Vienna;Dürnstein;painter;;male;https://de.wikipedia.org/wiki/Hans_G%C3%B6tzinger;person
p_1011;Goupil & Cie.;Q942370;;;;;;;unknown;https://en.wikipedia.org/wiki/Goupil_%26_Cie;person
p_1012;Graadt van Roggen, Johannes Mattheus;Q5336510;28.05.1867;26.08.1959;Amsterdam;Alkmaar;"painter;printmaker;engraver";;male;;person
p_1013;Grab, Bertha von;Q24081309;21.06.1840;18.09.1907;Prague;Prague;painter;;female;https://de.wikipedia.org/wiki/Bertha_von_Grab;person
p_1014;Grabowski, Andreas;Q514955;19.11.1833;02.09.1886;Zwierzyniec;Lviv;"painter;university teacher";Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Andrzej_Grabowski_(Maler);person
p_1015;Graef, Gustav;Q324592;14.12.1821;06.01.1895;Königsberg;Berlin;painter;Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Gustav_Graef;person
p_1016;Graf, Alexander;Q45124956;22.12.1856;11.06.1931;Vienna;Vienna;architect;TU Wien;male;https://de.wikipedia.org/wiki/Alexander_Graf_(Architekt);person
p_1017;Graf, Karl;;;;;;;;male;;person
p_3278;Waldau, Grete;Q95206497;14.03.1868;01.01.1951;Wroc?aw;;painter;;female;https://en.wikipedia.org/wiki/Grete_Waldau;person
p_1473;Keller-Reutlingen, Paul Wilhelm;Q26913533;02.02.1854;10.10.1920;Reutlingen;Munich;painter;"Academy of Fine Arts, Munich;Stuttgart State Academy of Art and Design";male;https://de.wikipedia.org/wiki/Paul_Wilhelm_Keller-Reutlingen;person
p_707;Eisenlohr, Luise;;;;;;;;female;;person
p_783;Felbinger, Franz;Q1449898;08.07.1844;15.07.1906;Hainburg an der Donau;T?ebí?;"engineer;painter;industrialist";;male;https://de.wikipedia.org/wiki/Franz_von_Felbinger;person
p_1018;Graf, Ludwig;;;;;;;;male;;person
p_1019;Graf, Ludwig Ferdinand;Q972561;29.12.1868;19.11.1932;Vienna;Vienna;painter;;male;https://en.wikipedia.org/wiki/Ludwig_Graf_(painter);person
p_1020;Gräfle, Albert;Q4710366;02.05.1807;28.12.1889;Freiburg im Breisgau;Munich;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Albert_Gr%C3%A4fle;person
p_1021;Gramatyka, Anton;Q9156761;01.01.1841;01.01.1922;Kalwaria Zebrzydowska;Kraków;painter;"Jan Matejko Academy of Fine Arts in Krakow;Academy of Fine Arts Vienna";male;https://en.wikipedia.org/wiki/Antoni_Gramatyka;person
p_1022;Graner, Arrufi Louis;Q11621650;05.02.1863;07.05.1929;Barcelona;Barcelona;painter;Escola de la Llotja;male;https://en.wikipedia.org/wiki/Llu%C3%ADs_Graner;person
p_1023;Graner, Ernst;Q1358348;25.09.1865;27.11.1943;Werdau;Vienna;painter;;male;https://de.wikipedia.org/wiki/Ernst_Graner;person
p_1024;Granitsch, Susanne;Q39438330;21.05.1869;02.12.1946;Vienna;Vienna;painter;;female;https://de.wikipedia.org/wiki/Susanne_Granitsch;person
p_1025;Granner, Olga;Q1727816;24.01.1874;03.01.1967;Leibnitz;Graz;"painter;drawer;engraver";;female;https://de.wikipedia.org/wiki/Olga_Milles;person
p_1026;Graser, Hans;;;;;;;;male;;person
p_1027;Grashey, Otto;Q38264480;20.04.1833;08.03.1912;;Munich;painter;;male;;person
p_1028;Graß, Adolf;Q23661886;12.11.1841;29.10.1926;Düsseldorf;;painter;;male;https://de.wikipedia.org/wiki/Adolf_Gra%C3%9F;person
p_1029;Grässel, Franz;Q1447020;24.11.1861;04.03.1948;Sasbach;Emmering;"painter;university teacher";;male;https://de.wikipedia.org/wiki/Franz_Gr%C3%A4%C3%9Fel;person
p_1691;Lancier, J.;;;;;;;;unknown;;person
p_1030;Grebe, Fritz;Q1466432;11.10.1850;22.03.1924;Heisebeck;Düsseldorf;painter;Kunsthochschule Kassel;male;https://de.wikipedia.org/wiki/Fritz_Grebe;person
p_1042;Grocholsky, H.;;;;;;;;unknown;;person
p_1031;Green, Charles;;;;;;;;male;;person
p_1032;Grefe, Conrad;Q15550060;07.11.1823;16.08.1907;Vienna;Tulbing;"painter;etcher;lithographer";;male;https://de.wikipedia.org/wiki/Conrad_Grefe;person
p_1033;Greil, Alois;Q25932939;27.03.1841;12.10.1902;Linz;Vienna;painter;;male;https://de.wikipedia.org/wiki/Alois_Greil;person
p_1034;Greive, J. C.;Q6214994;02.04.1837;14.05.1891;Amsterdam;Amsterdam;"painter;lithographer;copperplate engraver";;male;https://en.wikipedia.org/wiki/Johan_Conrad_Greive;person
p_1035;Grethe, Carlos;Q1042951;25.09.1864;24.10.1913;Montevideo;Nieuwpoort;"painter;university teacher;graphic artist;engraver";Académie Julian;male;https://en.wikipedia.org/wiki/Carlos_Grethe;person
p_1036;Greux, Gustave;Q35551909;27.07.1838;01.05.1919;Paris;;engraver;;male;;person
p_1037;Griepenkerl, Christian;Q872469;17.03.1839;22.03.1916;Oldenburg;Vienna;"painter;university teacher;teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Christian_Griepenkerl;person
p_1038;Grimani, Guido;Q52155989;21.12.1871;13.03.1933;Trieste;Trieste;painter;;male;;person
p_3315;Wehle, Johannes Raphael;Q94924514;08.06.1848;16.09.1936;Radeburg;;"painter;Illustrator;illustrator;graphic artist";;male;;person
p_3420;Wollek, Carl;Q1041190;31.10.1862;08.09.1936;Brno;Vienna;"sculptor;medalist;designer";;male;https://de.wikipedia.org/wiki/Carl_Wollek;person
p_1040;Grobe, German;Q17321934;27.01.1857;09.11.1938;Hanau;Düsseldorf;painter;;male;https://de.wikipedia.org/wiki/German_Grobe;person
p_1041;Grocholski, Stanislaus;Q9341983;06.06.1858;26.02.1932;?o?ynia;Buffalo;painter;"Academy of Fine Arts, Munich;Jan Matejko Academy of Fine Arts in Krakow;Academy of Fine Arts Vienna";male;https://en.wikipedia.org/wiki/Stanis%C5%82aw_Grocholski;person
p_1043;Gröger, Jaroslav;Q95149780;21.04.1849;10.12.1935;;;;;male;;person
p_1044;Groh, Jakob;Q15980430;14.05.1855;17.02.1917;Rumburk;Vienna;painter;;male;;person
p_1045;Groll, Andreas;Q497600;06.09.1850;23.12.1907;Vienna;Vienna;"painter;pedagogue;art educator";;male;https://de.wikipedia.org/wiki/Andreas_Groll_(Maler);person
p_1046;Grolleron, Paul;Q15406962;14.06.1848;28.10.1901;Seignelay;;painter;;male;https://fr.wikipedia.org/wiki/Paul_Grolleron;person
p_1047;Grönland, Réné;Q26936709;03.10.1849;08.12.1892;Eaubonne;Berlin;painter;;male;https://de.wikipedia.org/wiki/Ren%C3%A9_Gr%C3%B6nland;person
p_1048;Grönland, Theude;Q12339174;31.08.1817;16.04.1876;Altona;Berlin;painter;Royal Danish Academy of Fine Arts;male;https://de.wikipedia.org/wiki/Theude_Gr%C3%B6nland;person
p_1049;Groot, Josef de;Q21464238;13.10.1828;26.06.1899;Sneek;Amsterdam;"painter;watercolorist;etcher;drawer";;male;;person
p_1051;Gross, Béla;Q20829253;04.02.1835;15.10.1914;Miskolc;Budapest;painter;;male;;person
p_1052;Gross, Oscar;Q57368438;01.01.1871;01.01.1963;;;"portrait painter;painter";;male;https://en.wikipedia.org/wiki/Oskar_Gross;person
p_1053;Grosse, Julius;Q88970;25.04.1828;09.05.1902;Erfurt;Nago–Torbole;"journalist;poet;playwright;writer";University of Halle-Wittenberg;male;https://en.wikipedia.org/wiki/Julius_Grosse;person
p_1054;Grosso, Giacomo;Q2004749;23.05.1860;14.01.1938;Cambiano;Turin;"painter;politician";Accademia Albertina;male;https://en.wikipedia.org/wiki/Giacomo_Grosso;person
p_1055;Grósz, August Ignaz;Q29574179;17.07.1847;15.08.1917;Vienna;Lainz;"painter;artist";Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/August_Ignatz_Grosz;person
p_1056;Grottger, Artur;Q714401;11.11.1837;13.12.1867;Otynevychi;Amélie-les-Bains-Palalda;painter;Jan Matejko Academy of Fine Arts in Krakow;male;https://en.wikipedia.org/wiki/Artur_Grottger;person
p_1057;Gruber, Franz Xaver;Q1449623;29.09.1801;12.04.1862;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Franz_Xaver_Gruber_(Maler);person
p_1058;Gruber, Jakob;Q1679072;23.07.1864;09.07.1915;Hallein;Vienna;sculptor;;male;https://de.wikipedia.org/wiki/Jakob_Gruber_(Bildhauer);person
p_1059;Grubhofer, Tony;Q21711288;08.02.1854;04.05.1935;Innsbruck;Innsbruck;"painter;engraver";"Königliche Kunstgewerbeschule München;Academy of Fine Arts Vienna";male;https://de.wikipedia.org/wiki/Tony_Grubhofer;person
p_1060;Grün, Julius;Q90146509;07.09.1823;08.06.1896;Szczecin;Berlin;"painter;portraitist";Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Julius_Gr%C3%BCn;person
p_1061;Grund, Johann;Q21973717;19.05.1808;04.08.1887;Vienna;Baden-Baden;"painter;drawer";;male;https://de.wikipedia.org/wiki/Johann_Grund_(Maler);person
p_1062;Grünenwald, Alexander Rudolf;Q47869204;22.03.1849;09.11.1890;Coburg;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Alexander_Rudolf_Gr%C3%BCnenwald;person
p_1063;Gruner, L.;;;;;;;;unknown;;person
p_1064;Grünhut, Josef;Q55773218;18.08.1867;07.05.1939;Vienna;Vienna;sculptor;;male;;person
p_1065;Grust, Theodor;Q2417665;27.08.1857;09.11.1919;Meissen;Meissen;painter;;male;https://de.wikipedia.org/wiki/Theodor_Grust;person
p_1066;Grützner, Eduard von;Q71509;26.05.1846;02.04.1925;Kar?owice Wielkie;Munich;"painter;teacher";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Eduard_von_Gr%C3%BCtzner;person
p_1067;Gryglewski, Alexander;Q11685029;04.03.1833;28.07.1879;Brzostek;Gda?sk;painter;;male;https://en.wikipedia.org/wiki/Aleksander_Gryglewski;person
p_1068;Gsur, Karl Friedrich;Q1515136;03.07.1871;25.08.1939;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Karl_Friedrich_Gsur;person
p_1069;Gude, Hans;Q701669;13.03.1825;17.08.1903;Christiania;Berlin;"painter;university teacher";"Kunstakademie Düsseldorf;Berliner Akademie der Künste;Norwegian National Academy of Craft and Art Industry";male;https://en.wikipedia.org/wiki/Hans_Gude;person
p_1070;Gudin, Theodor;Q555885;15.08.1802;11.04.1880;Paris;Boulogne-Billancourt;painter;;male;https://en.wikipedia.org/wiki/Th%C3%A9odore_Gudin;person
p_1071;Gueldry, Josef Ferdinand;Q38133361;21.05.1858;17.02.1945;11th arrondissement of Paris;Lausanne;painter;Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Ferdinand_Gueldry;person
p_1072;Guffens, Godfried;Q323902;22.07.1823;11.07.1901;Hasselt;Schaerbeek - Schaarbeek;painter;;male;https://en.wikipedia.org/wiki/Godfried_Guffens;person
p_1073;Guida, Giovanni;Q43131077;01.01.1837;01.01.1895;Naples;;artist;;male;;person
p_1074;Guignard, Gaston;Q3099028;08.03.1848;16.10.1922;Bordeaux;Paris;painter;;male;https://de.wikipedia.org/wiki/Gaston_Guignard;person
p_1075;Guillaumin, Armand;Q436844;16.02.1841;26.06.1927;Paris;Orly;"painter;lithographer;drawer;illustrator";;male;https://en.wikipedia.org/wiki/Armand_Guillaumin;person
p_1076;Günter, Erwin;Q10274184;14.06.1864;01.01.1927;Hamburg;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Erwin_G%C3%BCnther_(Maler);person
p_1077;Günther, August;;;;;;;;male;;person
p_1078;Günther-Naumburg, Otto;Q11801064;19.09.1856;21.06.1941;Naumburg (Saale);Berlin;painter;Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Otto_G%C3%BCnther-Naumburg;person
p_1079;Gurlitt, Louis;Q466299;08.03.1812;19.09.1897;Altona;Naundorf;"painter;landscape painter";;male;https://en.wikipedia.org/wiki/Louis_Gurlitt;person
p_1080;Gurschner, Gustav;Q1555884;28.09.1873;02.08.1970;Mühldorf am Inn;Vienna;"sculptor;medalist";;male;https://en.wikipedia.org/wiki/Gustav_Gurschner;person
p_1081;Gussow, Karl;Q54716;25.03.1843;27.03.1907;Havelberg;Pasing;"painter;university teacher";;male;https://en.wikipedia.org/wiki/Karl_Gussow;person
p_1082;Guttmann, Ignaz;;;;;;;;male;;person
p_1083;Guzzardi, G.;;;;;;;;unknown;;person
p_1084;Györök, Leo;Q1030524;22.04.1847;15.12.1899;Pápa;Budapest;"painter;illustrator";;male;;person
p_1085;Gysel, H.;;;;;;;;unknown;;person
p_1086;Gysis, Nikolaus;Q472237;01.03.1842;04.01.1901;Tinos;Munich;"painter;university teacher;artist;teacher";"Academy of Fine Arts, Munich;Athens School of Fine Arts";male;https://en.wikipedia.org/wiki/Nikolaos_Gyzis;person
p_1087;Haag, Franz;Q1398113;09.12.1865;29.12.1925;Vienna;Vienna;sculptor;;male;https://de.wikipedia.org/wiki/Franz_Haag;person
p_1088;Haag, Karl;Q321919;20.04.1820;24.01.1915;Erlangen;Oberwesel;painter;Academy of Fine Arts, Nuremberg;male;https://en.wikipedia.org/wiki/Carl_Haag;person
p_1089;Haanen, Cecil van;Q16937692;03.11.1844;24.09.1914;Vienna;Vienna;painter;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Cecil_van_Haanen;person
p_1090;Haanen, Remi van;Q2692543;05.01.1812;13.08.1894;Oosterhout;Bad Aussee;"painter;landscape painter";;male;https://en.wikipedia.org/wiki/Remigius_Adrianus_Haanen;person
p_1147;Hass, Fritz;Q15432055;29.10.1864;20.10.1930;Mamonovo;Lugano;"illustrator;painter";;male;https://de.wikipedia.org/wiki/Fritz_Hass;person
p_1091;Haas, Johannes Hubertus Leonardus de;Q1697725;25.03.1832;04.08.1908;Hedel;Königswinter;painter;;male;https://en.wikipedia.org/wiki/Johannes_Hubertus_Leonardus_de_Haas;person
p_1092;Haase, Carl von;Q55222277;28.02.1844;02.09.1913;Spandau;;painter;;male;https://de.wikipedia.org/wiki/Carl_von_Haase;person
p_1093;Haber, Rudolf von;Q94821236;21.03.1834;22.12.1902;Berlin;Dresden;painter;;male;;person
p_1094;Hablitschek, Albrecht;;;;;;;;male;;person
p_1095;Hacker, Arthur;Q3354355;25.09.1858;12.11.1919;London;London;painter;;male;https://en.wikipedia.org/wiki/Arthur_Hacker;person
p_1096;Hacker, Horst;Q65061963;08.04.1842;18.12.1906;Plaußig;Munich;"painter;art collector";;male;;person
p_1097;Hackhofer, Josef;Q114599;18.03.1863;08.09.1917;Wolfsberg;Vienna;architect;TU Wien;male;https://de.wikipedia.org/wiki/Josef_Hackhofer;person
p_1098;Hackl, Gabriel;Q833358;24.03.1843;05.06.1926;Maribor;Munich;"painter;university teacher";;male;https://en.wikipedia.org/wiki/Gabriel_von_Hackl;person
p_1099;Hackstock, Karl;Q52155522;31.10.1855;10.06.1919;Fehring;Vienna;"painter;sculptor";;male;;person
p_1133;Härdtl, Hugo;Q13493166;23.11.1846;16.02.1918;;;sculptor;;male;https://de.wikipedia.org/wiki/Hugo_Haerdtl;person
p_1101;Haes, Carlos de;Q1043318;27.01.1826;17.06.1898;Brussels;Madrid;"painter;university teacher;graphic artist;artist;printmaker;drawer;engraver;landscape painter";;male;https://en.wikipedia.org/wiki/Carlos_de_Haes;person
p_1104;Hagn, Ludwig von;Q783273;23.11.1819;15.01.1898;Munich;Munich;painter;;male;https://en.wikipedia.org/wiki/Ludwig_von_Hagn;person
p_1102;Hagborg, August;Q2870939;26.05.1852;30.04.1921;Domkyrkoförsamlingen in Göteborg;Paris;painter;;male;https://en.wikipedia.org/wiki/August_Hagborg;person
p_1103;Hagen, Theodor;Q2417677;24.05.1842;12.02.1919;Düsseldorf;Weimar;"painter;university teacher";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Theodor_Hagen_(artist);person
p_1105;Hagn, Richard;Q1487044;21.03.1850;17.12.1933;Husum;Dresden;painter;;male;https://de.wikipedia.org/wiki/Richard_von_Hagn;person
p_1106;Hahn, Carl Wilhelm;Q18619946;07.01.1829;08.06.1887;Ebersbach;Dresden;painter;"Kunstakademie Düsseldorf;Dresden Academy of Fine Arts";male;https://en.wikipedia.org/wiki/William_Hahn;person
p_1107;Hahn, Georg;Q17372476;12.07.1841;02.10.1889;Nuremberg;Munich;painter;;male;https://de.wikipedia.org/wiki/Georg_Hahn_(Maler);person
p_1108;Hahn, Hermann;Q828283;28.11.1868;18.08.1945;Veilsdorf;Pullach;"sculptor;university teacher;medalist";Königliche Kunstgewerbeschule München;male;https://en.wikipedia.org/wiki/Hermann_Hahn;person
p_1109;Hahn, Josef;Q1704729;15.12.1839;22.05.1906;Munich;Munich;painter;;male;https://de.wikipedia.org/wiki/Josef_Hahn_(Maler);person
p_1110;Hahn, W.;;;;;;;;unknown;;person
p_1126;Hänisch, Aloys;Q20957102;13.03.1866;24.10.1937;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Alois_H%C3%A4nisch;person
p_1111;Hake, Ernst;Q53110020;22.06.1844;24.02.1925;Starogard Gda?ski;;architect;;male;https://de.wikipedia.org/wiki/Ernst_Hake;person
p_1112;Halauska, Ludwig;Q1874483;24.09.1827;29.04.1882;Waidhofen an der Ybbs;Vienna;"painter;landscape painter";;male;https://de.wikipedia.org/wiki/Ludwig_Halauska;person
p_1113;Hallatz, Emil;Q1336167;01.01.1837;15.09.1888;Frankfurt (Oder);Friedenau;painter;Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Emil_Hallatz;person
p_1114;Halm, Peter;Q2075430;14.12.1854;25.01.1923;Mainz;Munich;"printmaker;university teacher;painter;graphic artist;teacher";Technische Universität Darmstadt;male;https://en.wikipedia.org/wiki/Peter_Halm;person
p_1115;Halman, Emil;Q18915324;13.12.1873;21.03.1945;Olomouc;Prague;sculptor;;male;;person
p_1116;Halmi, Arthur Lajos;Q4134224;08.12.1866;04.12.1939;Pest;New York City;painter;;male;https://en.wikipedia.org/wiki/Art%C3%BAr_Lajos_Halmi;person
p_1117;Halswelle, Keeley;Q16062467;23.04.1832;11.04.1891;;Paris;"painter;illustrator";;male;https://en.wikipedia.org/wiki/Keeley_Halswelle;person
p_1118;Hamacher, Willy;Q1531034;10.07.1865;09.07.1909;Wroc?aw;Duszniki-Zdrój;painter;"Staatliche Akademie für Kunst und Kunstgewerbe Breslau;Kunstakademie Düsseldorf;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Willy_Hamacher;person
p_1119;Hamesse, Adolphe;Q1906746;01.01.1849;01.01.1925;Brussels metropolitan area;Ixelles - Elsene;painter;Académie royale des Beaux-Arts;female;https://de.wikipedia.org/wiki/Adolphe_Hamesse;person
p_1120;Hammel, Rudolf;Q60623750;11.04.1862;22.02.1937;Vienna;Vienna;"architect;handicrafter;interior designer";;male;;person
p_1121;Hammer, John J.;Q94839276;01.01.1842;01.01.1906;Germany;New York City;painter;;male;;person
p_1122;Hampel, Charlotte;Q22704079;04.10.1863;23.12.1945;Vienna;Kirchstetten;painter;;female;https://de.wikipedia.org/wiki/Charlotte_Hampel;person
p_1123;Hampel, Sigmund Walter;Q2393090;17.07.1867;17.01.1949;Vienna;;painter;;male;;person
p_1125;Hamza, Johann;Q18626350;21.06.1850;22.12.1927;Tel?;Vienna;painter;;male;https://de.wikipedia.org/wiki/Johann_Hamza;person
p_1127;Hannaux, Emanuel;Q1338276;31.01.1855;19.05.1934;Metz;Paris;"sculptor;medalist";Beaux-Arts de Paris;male;https://de.wikipedia.org/wiki/Emmanuel_Hannaux;person
p_1128;Hansch, Anton;Q590054;24.03.1813;08.12.1876;Vienna;Salzburg;"painter;landscape painter";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Anton_Hansch;person
p_1129;Hansen, Theophil Freiherr von;Q78638;13.07.1813;17.02.1891;Copenhagen;Vienna;"architect;university teacher;teacher";;male;https://en.wikipedia.org/wiki/Theophil_Hansen;person
p_1130;Hansteen, Nils;Q7037290;29.04.1855;11.10.1912;Mo i Rana;Christiania;painter;;male;https://en.wikipedia.org/wiki/Nils_Hansteen;person
p_1131;Hantken-Prudnik, Carl von;;;;;;;;male;;person
p_1132;Harburger, Edmund;Q1286398;04.04.1846;05.11.1906;Eichstätt;Munich;"illustrator;painter";Technical University of Munich;male;https://en.wikipedia.org/wiki/Edmund_Harburger;person
p_1134;Hargitt, E.;;;;;;;;unknown;;person
p_1135;Harpignies, Henri;Q187496;24.07.1819;28.08.1916;Valenciennes;Saint-Privé;"painter;printmaker";;male;https://en.wikipedia.org/wiki/Henri_Harpignies;person
